twitter_uid,ght_uid
2317544563,3279337
113288473,2679034
14269518,106582
314451968,3880221
2951623275,1817781
16126725,6472
469182585,219674
695122907719155713,130866
59085906,1271784
29659552,76758
53812281,3905995
30939264,54923
14089223,699175
24951483,251235
19148026,3074771
19620120,1772488
1151568685,3834285
724761223,924559
2491093320,381685
19278857,331515
787715348619468800,243555
14657036,5445515
4653091,8758
71867239,170044
148986970,3520498
44758165,7158122
23951979,6084493
72058045,374604
6023392,167440
2464731932,308445
327354386,4675471
181757324,263360
14820149,74268
765932199141052416,4433057
2830645900,617940
14148883,265035
36297164,12792433
17903734,253530
35356459,790710
16284762,9589
20250568,3131333
5055861,127004
1480676414,1182350
2880368776,5002250
15124418,542667
14411819,42446
14060761,870582
15011200,180567
2739026022,4575122
16783617,374483
224546478,1241598
551981213,1947048
120845788,933129
1052037303932243970,3946234
15498124,49730
190710518,2393922
407900146,1276109
35685819,42884
14882304,361522
951067839905128448,838542
263341189,3321657
720294051187073026,12017790
8340052,4620
14443226,77981
14990252,729591
107537231,296945
374229395,245968
17400671,22636
82296578,7856961
2564919858,1968734
6174752,49848
2360534041,4929507
18765213,9294366
360763766,894788
26038046,264662
15902496,222059
155149949,931900
16222421,8123341
15446419,15228
3317346133,371278
20149433,315285
2420735766,1705592
8561322,252326
818003494477008897,6368841
415019162,896102
707256103625740288,344688
1536332448,8923716
712151659674112001,7401102
11053552,163211
9655342,106770
84133944,260651
2159300731,6101160
49564627,65813
3776395392,4513385
2553304388,149515
9162052,8043051
82339213,24304
264581231,815885
6326912,179551
3310895493,3781856
1189378867,5038386
14685364,1525781
2449728150,4023476
12958622,287356
333444599,6803464
1550300143,6261225
759396379,3335867
3019738408,362844
45733343,190817
837461808864718852,145916
38515696,7341662
16600770,2538101
24663950,223887
634267256,2045768
1168281409481576449,687069
21590723,1745976
14374768,12513
35390608,48881
81713297,123483
1188522332,1520636
143104171,989853
2535741,834865
14059160,34825
331207329,4433197
24485364,201379
3423301,318335
14565995,740729
1162212110,350462
3846631,7923838
64001970,513456
17186989,123036
318344280,140908
15486179,380066
95855281,114483
556215636,5563123
16488902,166705
204869812,1021462
2817104341,1777539
736830405471535104,139769
5746962,47106
926303428250406912,6138448
819783168135872512,211010
633275973,1995152
14163221,230825
635093633,25260
382088365,598095
856612536,99177
27612474,184970
14129618,90706
18888643,752501
16503907,154691
867337070,71702
29284831,550915
204901218,130713
46493227,11700
66094796,168364
964498465,1393049
14320521,89000
1674598830,2427808
580160499,6617632
19605576,2122668
17897476,3329652
758653946,1108627
128668632,909853
16588293,24581
28290488,700926
292690681,201184
85503381,3739573
2322104714,2710057
82859650,4773366
14259104,277322
23027869,83086
794889,69980
229425812,816869
2977496902,2029006
15507545,22331
15507544,124173
97237219,98279
1225887025,6492369
87473622,1418955
20308792,779355
39129267,1238149
177819959,1242127
755931,1593313
131125358,2990348
68161284,220839
4480168948,5060198
391307122,233699
50122836,154890
87034586,8852374
978247769822412802,1950977
214806096,866643
2243082554,3086545
18358687,28206
52360091,2238358
1676,3228736
395053593,3244678
6619162,10704
15701305,350119
362624272,11734536
14812815,786168
14393166,489545
740133467594366976,1399929
3245590896,8470217
2669218500,3142214
2285052056,1534513
85171352,205702
24940134,2418886
1104832982,15267
1083913620,902082
65320469,469525
14052466,27899
2688403039,3167305
191100226,1141932
361682642,2095582
14773995,36637
94665805,1342813
138510834,9734909
12244502,9371951
1150231259769184257,238628
245840098,2614319
234457602,407283
4851740420,6529796
61529604,394207
14307465,1946
120530494,1499203
139453331,181078
14178124,39786
1170237596,11009459
83768379,1177523
277806823,7246033
1686470304,3052180
2944141,7067376
1459616382,2183974
43764333,3767461
56726162,551041
121669741,100676
2299368020,3258570
16243008,631736
308237490,160265
138252023,3109253
91603688,210505
785181391646396416,3030478
736790911,28044
74378277,99111
2236638116,9610546
47425142,4992904
18223660,4495883
743913,134761
47074984,133477
3367850698,6170280
316014952,931178
293861868,2378683
13958322,2314890
20098491,896009
485812161,1917351
123357976,929356
1167422347386793986,1826048
19531991,422270
29688549,53278
47586030,1979350
1033019018884595712,21551538
137684553,3175922
3062203443,7205424
28970850,18976
51859757,5003722
769075608966103044,4376705
14632026,69444
7886112,115301
40287287,3239033
36800978,7121636
5579532,131091
10363252,141931
1079442644,624914
126533392,302369
172219384,92739
147912870,8932364
3068950457,5453801
113668711,3890024
221180324,5013420
806065237,310527
3295841491,62959
10940832,30719
17815313,164582
16595825,5511691
145271339,177388
1935388464,7121526
45111242,415158
45856380,440499
32432449,2700367
2999874981,6120368
924201344,2211878
738091850586685440,199210
6090872,223344
89970269,208260
285036236,274673
2992584584,15443
609701475,793643
7660422,2221608
3309807320,3644328
760758917429354496,843331
123215000,6316508
433836439,909643
2674036207,7242901
18295289,2551690
215221022,1470276
459284785,3082120
29441684,81681
3084530025,421490
89221709,154330
48405647,289215
1580735966,324810
46995409,1233502
8719302,9793958
121514418,2218263
52119330,12350023
306322953,6550270
809580524566093826,6937570
12130142,141436
119016046,183434
2240988799,4303571
913504399,1948806
217150230,8451
785555,93566
150278011,591043
380539551,2535678
5883952,250308
45443338,6103318
429931503,4460495
2219031,55200
1704768740,2406760
879299555455586304,6235715
701283,74279
861893051286827008,14753801
739761329335062528,1408814
33743565,4401676
14507657,128014
2267773432,1317770
62421368,1441134
5612002,8160
1034900192754126858,282029
16564166,66044
2867244879,3509995
29720527,574345
617597448,2170502
106298092,4555759
16923501,868110
2279586234,3333635
855779154511265792,2100987
9695142,60389
44195788,25940
404942311,250104
46580430,6583135
10368342,61915
17040610,89737
88354046,2461784
358231514,1104198
2354933689,7522106
15166921,1782166
14269893,2607907
12582,67752
124129128,1164640
22467146,49210
14288880,3441
33538228,30371
61576325,2512412
17260073,9877
305559929,1979256
80910765,1811615
47729740,3788839
327395694,2545831
767963755,280959
102934038,264007
21340348,3809782
102504895,936061
1659160321,2600515
1525857727,705586
546375667,29910
22823051,6769667
4099744518,101900
209675710,755712
11573212,30745
326817333,651065
14678506,28795
105034647,347224
50687231,43092
21854328,4964878
1153584362,762426
803676969153884160,716242
18974329,4036072
183637061,10527801
190908343,2579377
25096363,3956228
3091304579,11663029
21293115,139309
15524812,287268
2919124687,2049876
13727362,6194119
407671834,2663437
412851302,3397629
903577887714025472,1221347
857153885487734785,805342
740152152241377280,9648492
94344849,245716
828062716677935104,18909
14903361,6211594
839020795749883904,185894
48005005,665767
1105926449016463361,6573
69719182,1467952
90167283,1028763
210893380,2520242
23619159,9920134
68442845,257938
20651695,21441
144178115,98957
19457847,72242
5716862,46606
1722445178,908653
995122176,1669993
102495114,4460137
14774330,71551
102083525,1629455
4110365234,164905
119336378,4397837
15376130,599022
13679,563628
54855707,543592
304683546,240991
330877406,497953
10732752,14822
1658511,9345
97393631,1384920
189045861,1419299
99973540,706244
54059701,184972
4166171,5597
17275242,4595296
778852511448989696,18040519
215802069,315798
132042431,705805
1026620996,4171957
26088004,1617389
20333772,347835
36008028,11179133
2794857220,18818
15633629,3880213
3335146167,6198338
2744549214,1708535
17893748,60324
48249913,5462050
93510190,1706572
1908054115,2683290
826867320,292363
125640115,516341
385790766,1171841
2607312679,396168
48401553,273426
19249274,9375
16942458,7952248
3291172840,398496
7662822,205800
275228216,1298890
14626380,2089237
119134172,261315
290647909,333124
232228553,1527660
1397230758,2934466
3367628405,439001
3316362958,5434245
64402820,116573
16641454,62219
158357343,3163219
213689569,3782010
3258943101,501833
4667291,5097
127215328,9228627
304462509,247489
836383764725043200,3563377
39398109,162997
246423693,2077909
90039978,3835086
16325881,12879
2531253781,3317206
30003712,109292
20847695,20602
17886994,218209
12213112,44487
62811103,4952452
304114269,660725
20102691,1752107
44857184,151882
4186571,2424145
776284343173906432,12244960
12402702,1534
15981533,12542769
2706181243,5117261
71477785,103054
362063789,412970
306460240,208253
19723552,8721
71700031,5746993
21201715,7982090
3161041,184314
79053835,464716
22234630,1066319
93735206,10486442
2382919729,1804995
45592345,203130
186975268,290223
199406266,199140
7719182,74486
155287685,1537388
2430125396,9550241
15735966,9203884
821637,311022
508493022,3769623
122363803,8075939
3412691,262459
121355342,7764825
3793521,10248556
62628733,84522
28400537,162106
255152562,5013017
95794482,39058
118137546,174755
99066143,1420801
2768744633,1736200
460031149,265810
900016400,4526339
10786122,3499051
38818177,85630
2173729776,165094
5374152,2175608
339306336,1422500
704547745,9206971
16007667,266344
85026497,12429627
511319367,4339681
14255321,582302
2204670786,1082927
19016004,141851
2193091,60986
529701883,593202
3728723127,1819152
2358294882,4511663
204611646,1876512
38131662,169120
559056404,4321062
41768756,362263
17617549,1269677
1041767904352587776,4436858
535931308,7655659
4692012560,109194
375801845,33913
15136979,95846
17964250,52634
11804712,1231175
16499486,711
204432044,269821
902414479710814208,3834776
18673326,199406
57301529,42829
721107806,734587
2787737517,10779938
17024100,1056383
18189600,1105542
1043376364936671232,262399
975334796682498048,10127222
808718389979947011,5035682
12751992,242802
428558737,7662292
15423436,1549383
168774634,10694006
135475665,1065096
14215286,88641
818860556,1449964
76751372,3817269
1927360710,1650192
5681202,285152
1527424670,924451
245078703,925277
435929732,6154299
11913662,907847
1394644278,6957
4127032154,2323486
5972272,10256
14420887,63410
14373035,3879869
2906287412,5756092
2300118498,692019
7109032,71210
933582354,1309157
14780493,6183420
2258420718,2380185
612765451,3913118
2792149232,9200868
37850692,9076375
14365067,7850
820167415,1044649
15725336,2105515
637673,311006
15152025,1204435
412573288,286604
56600104,2748554
113713963,3037099
30773109,196570
3097717957,768129
715735164962222080,27228879
22247024,320460
1334432233,2467687
24183245,12098967
24591788,90960
2814440041,4971369
2831181662,6250703
1284720552,4016
51769099,516
1566655598,8858066
374016318,1265416
61588452,277472
496444198,287383
760595303544201217,7811494
15311450,168757
2740697738,6535562
291363,687530
53506533,1033031
52332354,5707
2687957816,1466697
3401541411,2110979
418547284,1443676
148254937,105729
2646935512,1327076
2648807204,7710933
106697126,541436
17415957,253070
4514481434,4479096
15138539,3760234
3380776217,7397362
52927653,166641
17636054,573381
785472583399387136,26523592
16278968,336203
272140923,8254170
69007528,2139196
2068581,2681968
9907202,544528
8494682,28942
18678017,308414
7356452,187852
14185985,10594
148304724,748329
13197002,2269895
2186643385,7439001
30211547,369540
2578492267,114990
536192005,123049
169904826,110706
780122371533385729,31100232
168258518,42303
2857174383,7565343
2500199022,6764606
56725040,546835
16901573,553949
115113542,770247
186435858,427894
62467473,898360
13726622,13566
1161358727557128193,190029
14421754,2340892
8315122,428354
73093576,3882335
30089729,3228134
2952753521,162660
14151505,362173
2277350178,9069863
412282374,220104
5539932,88617
14859372,58052
9201922,486700
64970141,154319
6025122,415638
888878544,3158332
138101848,20149
356284850,1638888
62308456,11034
574347651,98395
315277969,207004
17190993,331419
778471146,498342
887555401,685068
23419207,3821794
15219816,70618
159075855,114066
319542857,1996667
71168087,2580829
12325402,410722
7908382,363658
162605317,212236
57610574,15376
492214195,3271834
818898600142966784,6242282
90459630,1285720
288571931,3040042
247313774,85061
73980942,718113
1244371399,815138
149726972,6566011
878874921761472512,2857559
17432959,44784
22356478,64055
351629600,135294
16458446,1135053
310187255,6252758
136014644,1357362
2655083173,5127560
19069859,2115279
66788945,197384
3260394156,1192808
31446173,3027949
200094129,1529860
729399224,3243243
2952102103,5845760
25559793,95254
61981840,4624169
2972744345,1714317
191045859,1313087
17146704,213266
3311097697,7884062
168097862,2096340
12464612,20016
57656376,19658
627633764,237680
373817691,48930
92712696,599537
2151758220,3776137
3949101,214016
2697758612,5453511
138676979,306631
237815094,1618328
3063887915,7897219
130489690,1467711
1386151380,12857025
220943573,7395255
11591442,15033
1862439649,3752431
19709767,70
1031969804,2236640
34701049,2544681
25998272,151713
57240247,6686312
601165084,13968991
3325394319,8088803
20810023,1955642
14121950,807699
1690978057,78859
8885522,844303
217579335,1008297
2718570756,5482204
81471266,91734
9478892,2721
615958658,1484602
17316566,66248
750975440144171009,110459
20779334,107220
3232139168,90595
754604,349807
254233759,222363
336468189,313704
106464730,1154454
479465770,134456
23948636,25313
15269659,267362
1237558062,3472815
51400976,13629467
3393380615,3343221
88043919,69694
144126202,689015
506551099,15052
18196948,11474
18267504,121057
336002315,1065189
1154601,68441
555208721,190610
388553061,2391001
196272221,435743
23415313,100759
215719439,6233922
390957181,1631260
1437731,13749
14851213,1117129
2872306178,10257114
20392883,47110
26057578,111197
3258083666,11348801
146535856,6414653
52667847,664709
78698205,4164269
880848894132981760,4191960
645343,22453
40811689,7497802
1029306516,10594039
419398659,1753218
2717694091,1745245
186816626,765518
16255714,222157
13967792,1533822
357642770,2554716
254302800,5085482
129311635,1768
827693758527332352,1003550
14405727,1479214
9099242,85207
4022801952,10179489
126797515,199874
374110983,30370
23266452,43338
3354932639,7327437
13215,348741
7558032,127671
18691085,599327
1283672970,2170975
2792512074,11030959
2610706345,2607764
21146176,695744
1514054982,3284142
355201515,687349
197972911,1282023
2398465159,2831974
15192504,544662
88918741,901882
236541441,23746
24856363,1293389
21283947,8682571
1861626331,186455
15149655,252093
16338672,3779972
23097022,2032738
131046767,4173086
3375193274,1785540
15315748,99331
396153517,1351684
12271882,65010
86090674,2328368
3332846571,1243497
1876694372,469096
21348891,1739446
394218734,1495788
14658267,342946
276120412,1067485
15443343,226302
42308418,6326112
14498193,38313
39776651,4574
20864976,198642
21744135,1280514
1159971,872784
38207621,472816
183601897,4454054
1107999769451028480,3871864
88218304,171449
829881787492945920,2091717
170949624,263147
1252591452,7680377
14641103,1894637
12349942,2538906
4465590080,281104
2151346862,234452
177535624,83209
840551918,1449722
84801316,1111169
607667275,396091
5774172,8663778
329711293,679139
6360832,773314
16394235,253041
1065901351,2794342
24857701,460365
759967986,406274
251104327,642954
242701406,126381
45403437,3675985
2360110015,3587774
7618412,2021139
149140689,3652181
3091555680,29689
75571972,9218115
2812722969,212932
15946993,8595674
814263,265440
4494241,172168
791,1631842
430748660,976322
15136729,2290145
160159104,2462949
2385807979,2012356
19664663,9242906
16337529,232553
20049102,197743
14886532,41509
620503,1063893
19329260,375312
780979730,11000963
800860688,9377917
82210578,405309
228554595,460915
15198579,64846
1205726166,1248610
69410725,187887
281431920,761738
1452686094,49604
4807301,85346
58392583,3144484
17482994,5454841
47959103,185459
10340402,100904
27080079,147229
2736718318,169693
21793487,1449037
30879767,183163
274748348,2462732
25516976,214227
18093153,6303
51091012,6138126
2173057158,11893
432675709,77820
6129032,9851
31377368,186128
863151492559187968,1201501
745367424606756866,48695
488234865,24310270
349435861,2514248
27157578,72536
454503230,3614998
123574376,182033
504720342,36701
16738348,1803190
2360511,22538
34218919,365946
7117732,108050
22989377,11398283
802258065772990464,3489364
174047038,1198436
14437560,73960
20570210,8292274
17401792,1910
250090545,2182053
795908389,11115633
6131472,118682
31243026,2322336
51199745,737424
18298167,568202
22445413,132817
341574396,37446
725150781368737792,2461462
2648529367,1031947
89821810,153205
752251682,703290
95808119,503009
226277077,120959
117212226,1465263
135370548,176668
127843079,1526378
4111874585,11206479
1051611608856834049,423088
701421139503886339,30975599
3306305924,11053806
368530398,72334
1245341,13700758
21789286,270166
720978879813455872,10200990
20485997,677909
138518015,460606
2586474194,1628198
27504001,659738
14567483,118352
850287294900842497,444550
146714510,293957
158280077,15309
599359620,686683
41092590,344707
11011802,4062944
762339819305381892,5074386
102164803,789934
142109780,42574
59295441,569794
292984531,746499
801220785021091840,46732
189149598,6819438
39452779,200215
210932450,8066
15903882,5
2163876650,4296975
792379555,1447704
2966374011,4598893
17181228,16243
16128269,3600
617130027,120890
546334205,1143721
776055652443709440,12083057
15075285,3011870
338806473,1065730
454973246,2771382
22575344,1744272
64378588,217169
2931135555,3119269
1073388199,5719612
270999700,1309140
14689054,51809
244199733,824615
101723730,995813
51756424,169358
522135770,7655148
19744501,1769523
135569822,400487
489014559,1406957
14133645,1561807
153768559,49029
3115372801,5754563
4711784972,3549465
1165664289878892545,235740
23700297,8827802
386452776,4466128
42810253,319619
1481500988,3328282
1905005370,2091490
33988646,67569
156667930,2842191
17233669,77819
14424649,488300
12767662,190207
90292699,297993
3431840271,12751560
285867665,620746
2254180506,945172
59008385,286539
221579416,92423
1017429942,2952767
20706921,17008
15941756,301194
748178421612675072,461930
55110065,1221557
17979623,237433
468831369,66637
2799154700,427853
442995277,102631
15680014,165944
7676722,156637
109829338,3155233
4475739496,2857629
978572760,2158204
476028053,2357691
1641108703,1706100
19127062,17393
293661206,3296325
17659180,309634
272647642,434930
7262142,1893292
15384246,72360
122364895,3432966
14870356,1699603
28130320,1912686
312750384,149833
2920026661,2179209
734644010,1749130
296778919,138248
3434428521,6120504
129899559,25411
15098843,26912
98229579,321121
57845179,9228208
2971876630,5940178
153190375,38952
5407342,157271
2558558629,3825061
21377655,199179
482045077,6166348
17754959,2453121
23973257,76651
77716807,1232652
21856262,1114556
16622560,606767
14798148,6823412
9514652,681782
743067774,462280
11563202,55671
51925084,1003953
1170391826,2505266
56392302,63926
5664742,106559
133778771,127026
1935033954,6384061
14884243,7836
489011551,3219859
153779803,2402568
125359079,88895
2225924174,2346966
11998102,1747422
1013189337423450113,11345763
117074576,78721
2217874898,1835812
787108333,359781
20624709,5106063
3110596234,7587553
1586711486,1609163
2765524074,7004617
277755944,10515824
180414427,4099923
208813635,689874
38388781,6356691
471655478,26499
2873130736,10349929
595640606,556926
877247437,1573172
303242896,8188147
546928738,1274777
18343922,749142
16509812,101984
803422672788959233,3097441
5707002,101414
400652803,623546
198205495,2805420
11001722,4680809
21096278,18817
281192099,559345
22494761,2532137
14903287,1105314
14816285,248541
15176234,50804
14912350,199859
4067593576,6110364
3014567506,105159
1856171,61389
12100472,3950922
366135856,3640233
18700012,99162
67942983,150903
14663001,4257
2564496134,4753023
101889921,4028123
44055714,41453
4872866860,8987905
28973601,45972
485416525,8246263
2287724760,236454
76587573,569390
352954965,6194811
37561333,2036865
5907872,212918
20677851,130896
2863611526,5632567
2861356290,1023250
29405937,345925
3988598853,5428415
2578730960,333912
2558192876,6684191
423235213,7338376
29469671,22162
139566230,32725
933003750574362627,31035231
16342849,383378
269869759,370909
14329132,223157
9641152,61399
1663013546,1995383
23746899,3762732
1719854250,2300862
525635727,7954539
132163367,1480174
198368443,668532
98531887,9869
23547815,250439
829913083,3063669
752817651345481728,5093000
14720341,267227
213891767,140067
24559487,2404758
15027725,67707
88525664,6985164
2549866555,6918334
839144408,360466
16073885,24752
57910290,2841411
109089464,946034
40469628,795056
16605882,225533
2670251274,135903
7375862,150545
15115595,33685
120785628,1839684
193962613,7660870
5600002,17840
78973906,1205723
187513717,8547424
23373666,8922
1979501118,4297955
15425929,1771833
39209401,203325
1724,650444
618543815,995916
5243,15157
5242,132090
17140054,62672
116687281,123267
9334412,1063362
15775347,289133
355893699,1385654
386705710,187075
15923125,85333
403953002,1280111
60161879,90805
12968662,3824130
1260544218,816294
277114964,1867448
981488821,336749
1618192182,3380159
7324772,445429
361048325,89998
773826806227034113,9174612
86169001,3212648
27620736,128515
21292862,1831197
15729315,3684643
2983151919,1488621
28997551,210500
40646191,369703
3805864032,8296600
1135402664,64450
20807505,218637
626384914,1005131
108678255,2809144
76030110,12133196
6578012,138635
81657550,3017573
131835275,99112
18929378,72510
3087494741,318787
137559934,98283
6167462,438241
43647767,1104268
2931522476,3135778
5143991,68883
66933,567537
782070006,291473
179106204,184570
106663550,922508
4185364280,6825
28396067,3513340
991608907897364480,105399
590247500,372036
775574694,3783356
41430745,46428
18318716,302146
265558059,751227
48983469,54882
103285804,103697
171106328,158317
248270216,315715
3077026041,2551455
67781222,2445459
269577674,6225030
1863617544,3983326
275042206,457973
22401772,7660709
311947601,3996391
15157481,5141055
12253212,518303
1017538530,741406
269351539,61050
2275264106,3191662
158681231,175615
460068322,3225306
2257321958,5390316
889187093527674880,268410
44855485,228553
1459789261,4881558
15982239,415054
15975872,344723
2922241315,42007
15707225,1885394
442944057,235107
709678378975109120,2399708
15166884,3113396
218807285,423119
23000562,38249
12465,127651
27429125,636188
12467,135303
130963706,116769
635863,27398
363603587,3115376
8367882,48052
454120584,3049268
414597925,194333
401001421,340227
204802553,1552593
18094696,9321427
761714689,2517993
819076,36528
109636727,3288906
19891278,50356
