twitter_uid,ght_uid
491000758,3222393
96097812,5998093
246635052,10658171
14486918,16923
1452076686,3742180
57336361,842772
1958502920,4928702
7739372,325888
14510767,37684
20375724,22126
1691377122,9489648
125073280,3648403
2418042062,781714
69451829,5116915
23361077,3413288
334329326,961357
81164240,34973
116731960,631980
7030722,5137
15262737,107496
20345532,389061
2638474146,2160584
19603521,1213133
14306567,8337
14309570,2404255
15368317,141886
930345998173573120,276212
43091791,161915
16468446,2520945
38756545,1598
36059597,4592824
58681541,1083558
428656478,2448397
47900772,4032441
910070293,128384
234698931,485720
90854582,61641
13070962,192846
82035623,239790
6527632,82269
183196464,512086
377046117,52503
387697086,1055002
15157015,5419656
318226475,1271264
1465185786,7985028
25230709,1185786
714331565,2297839
15477997,124862
773271182753824768,4282908
1315407338,3198627
595831415,130831
986762180,1269672
28500587,1014964
28552257,1149389
605679174,9667323
2319918500,6148367
28470059,287142
386263100,6371130
488792715,2832066
101652133,2421943
1035007782,2038567
2810617979,6715509
48818547,1825352
25083946,1770953
402245629,33176
844327366239379456,10013959
615528592,3115610
140756031,18833
2188480484,2827626
3340107873,6728065
137139925,7286184
26721329,1820205
18340847,2180834
94529730,323303
59119957,1487291
3327662606,1740296
2425238125,164774
1065062888,1393265
17619730,1320767
2650144179,228133
18104131,462033
2438140980,4524517
36893570,65493
26154615,190748
633195393,3765521
4076721333,166444
52009214,932647
158411565,6872788
159018300,1551256
118651574,1806139
3030193905,10334979
11278512,25596
47917339,7131923
124020960,737375
2330571354,3077785
22424037,1735652
54412064,5458592
760670,50897
89029267,310838
1024607144,2154919
51133350,105513
14046624,1187872
113221813,4559271
82918746,1687214
165791165,9086417
153190045,344945
539586440,30762402
1228695559,2688926
2482885693,1563808
5976512,7071
473726351,1823373
219955125,168929
1364694260,4566456
36029998,3497442
14224690,528074
212802674,10459159
629432713,299965
9785862,7031279
41468503,206667
2983380584,3008573
878593864566747136,8490095
15168166,158833
359853655,2433625
25283430,3632234
2957147102,3132549
169671328,978770
21957332,6083885
498337845,3333008
15188626,1483137
345949678,801207
115504340,81945
889032569521676288,371987
15344146,341759
37423684,6896519
16575775,549806
120012201,4647438
199299110,1159282
275381638,5995685
319417146,704002
93862934,121788
69410757,3132642
59424605,302078
816758136388337674,2784568
3167232495,3704704
131002696,77198
1279569277,1034466
867511,11918
37740370,1106827
362852442,10866
2976588273,3562197
90651234,1139256
166110400,2343757
135015241,3800844
17067566,216035
16629243,248651
646673,14780
546283307,3225569
80004489,24514
14998675,1893477
581523296,3398361
242397745,171093
15938910,67943
154827314,548084
15909207,3076001
757703851,3454782
41351193,181775
151658151,419222
7491272,66888
11335142,59447
3188686124,8206967
214810919,4701015
742528253299023877,2966979
1007231940,3454127
2345424271,338733
1498181,10626883
16821236,6021205
101518702,8120258
109766594,1658569
353657363,97255
15441092,263555
15109211,6486189
18356370,626935
1590901200,10807125
1889140098,5151045
381002854,3982950
5557952,1795617
1103744474415538176,8434427
5576742,7526
29041985,3871527
263875888,1763923
14685052,54801
307610802,6122269
37882786,6340952
1496409648,5094291
310206130,117871
333399795,2356185
14061920,12287
501130531,3399227
344822973,2456504
17023845,287854
55963885,3237613
377263277,10898984
17199986,2504134
389378499,363023
49348328,34965
1032317479,3155522
956469833587032064,12112349
271142845,1980215
150364570,1203451
586153628,2718034
63374074,1831771
59128949,251423
32415602,1117690
1599641,151640
106832527,70180
80684586,3071289
179003378,2464153
91367343,2627697
192017707,9347200
598614598,1167073
1294684412,5542009
2441138196,10197403
181843513,3780466
15789387,180260
1400601858,56743
2908241626,3447994
2296719199,6743339
839806362,11152946
1168301,279628
2415711816,577485
422401447,2370597
375360507,1195780
1627276262,631153
1616039054,646724
707815893,3625091
17093617,3228508
742658485087817728,3799904
23569879,96192
742293662638309376,553424
842442693531824129,226070
3299204448,6910469
473364390,925935
1855570387,1087547
2478667399,9077500
1705071320,1927287
190527413,196855
2788525027,6924546
159603602,17545
14081947,314565
3412601,376772
18404706,531650
98445780,3704
400686683,3196146
14375076,403547
7184782,293448
1106304776,3955977
278631557,130910
970824715,877148
858783289,158611
11440772,1664063
74544876,363713
203058442,59747
2609995704,5704710
26411972,557848
16656236,180514
3624667752,3501927
14399725,178625
2953342395,8858096
27061062,1019869
3051484454,4296398
217757189,232982
16915332,1041179
3402579663,176626
33334192,8251596
3408781,802478
409885428,6538080
15285869,21500
2374354134,340002
2712106158,5329859
81063736,6334491
4569089479,492344
47523334,2075126
3413579469,1302205
140355679,121348
985290301613850624,7568362
1428575976,9539403
64000730,31580
44787373,303107
91504172,135268
15021487,257315
37808758,3189607
479974461,2139725
45437541,742728
287798930,1191935
843759327466979328,149210
759385489,6453808
52723175,113122
163284111,778897
80275461,2441653
404753348,6243133
2467924956,8729681
143383308,3304396
22873974,31883
734656987728875520,4871421
738796672164212736,7521715
2537882652,2057784
15209124,9402
14171346,1491946
13206082,47136
339639180,6136
18052758,2399677
37022167,5873375
9650402,171362
81063087,128065
1040068364,912645
57117545,4946169
33173033,281753
1074992088,742982
57264296,1239292
26789492,203767
31102702,166621
97725381,5562307
251710587,1057772
182307309,6260105
18179241,129812
2721102226,2667103
2305257613,3324096
14683453,863
939259298542227456,130545
158087462,781285
706818053640691713,3110216
551285764,210920
74727713,3280919
10337342,708503
2501737855,2963079
77738889,130903
110772910,4220104
2474406350,1776205
227003788,654672
39533209,1168792
5607622,115951
38981100,163926
16965828,428506
94205015,828891
14273369,135332
133810616,2472011
7383672,29553
468091222,6005025
2889354747,8706145
4804863793,12380811
61038484,384303
721346645548527616,1730538
23425713,104275
364659732,4633454
434659477,4019556
14880669,50189
192423522,8734089
15231844,2623600
88914343,194325
556725345,3989190
2871357311,11692152
17664143,328627
25923683,6866749
1035331279,7805002
14227809,266138
54721073,341645
2367655287,11749857
14151928,29661
85224634,49808
105862035,3636728
379703644,2586570
223773221,7067494
49620664,938733
18673,64489
136374777,5504467
3878783475,20318684
891818209,3825011
20260998,176554
983700637,309963
3292686212,3418359
140391518,552346
1849382185,684919
472289510,27223
1305864271,482160
110436023,99309
36245514,463450
296995313,364392
14832951,606467
86440716,3222525
757517123505778688,1708886
811852818,597120
117555979,1740070
132818408,3753806
25607541,64335
361534214,2557681
384287146,1037992
725748862586097665,12393496
17805323,1064586
11149062,141071
110588107,38437
23099898,67774
693463,9121
50669114,1503815
554469748,5588629
76176875,6826111
15878397,12002335
317570829,2002895
1433864449,244288
2321473519,2347342
356086558,1424001
16695145,117330
46870238,1294217
3701430980,328472
14976016,10426374
8567532,14763
797546,45294
416202633,9376729
31691147,1161527
17703920,624516
15881746,417634
941365069,10710435
314698230,11030075
483983933,131849
19815912,1212744
103505455,308591
922167709,8685148
14728920,11024846
14396329,48021
16129880,3003924
266454414,1001323
50051332,24755
204838185,3909518
868932596,230654
730802614162628609,220658
3225462731,9299714
54155251,278802
491738150,500120
395132514,1002148
33132363,3243042
925556858701541376,10804653
159741113,425600
608298095,8433199
211614878,3644208
262494680,3529411
15854604,1637017
89840469,3103
103897532,104645
38525526,3628826
17054091,8671346
14541280,207543
260784591,7241214
1053063341269286913,8730051
7992882,1567
174675691,8712227
245821992,13679
2239790744,601050
3976351,1645965
1925073721,2614221
388961684,1393366
124888142,78996
118132796,1972650
5582752,1479169
156735510,2875610
18507739,1252380
74372488,351953
3259381,78989
17238404,32365
521726486,5663860
2796262618,471103
27877254,573449
26411144,8203
17796828,704682
230829899,1586900
46123952,1457513
174190339,4191598
1162442396,333795
68987255,824974
344584672,8858173
1320886784,1957650
15131982,614548
478686089,516809
634544610,2011782
589824183,12401
2065711,6264586
21500964,2247827
46012049,948985
117106876,1981034
756062599490535424,245440
1621379623,1904316
182123629,7122969
23348736,476096
2908769017,2634571
78694202,77922
175605321,1672775
8756892,309401
22648042,308841
18044213,978973
2203174002,8144391
8186552,60098
14080156,255917
338357300,966827
16138164,355428
75184128,762501
67344613,45793
20781899,148854
1253544996,8700111
24948031,2877619
18298415,266540
33344941,866911
2608971607,3890451
3100990992,8398290
276958669,5690
203355782,402131
33171068,1645835
35797450,813369
75764725,48296
2699175613,171879
40241541,2650344
266899862,335365
1631853696,2994469
18183784,1031082
142570588,6704481
38636164,2978780
3474842418,24533
72388581,4401287
19888883,17966
789631161035350017,10249337
99331434,11756997
633986617,168560
3097999919,627931
20523846,4282718
19209126,2504943
260808662,1128979
47804010,220506
12430462,324252
611941828,259980
554994135,3229717
5780852,331041
113015471,69348
50083148,27828
211884459,357431
1099089095618428930,169076
20491193,497260
793510752,28057062
807717,2521425
502714793,7594292
310546792,6330289
1455439039,141224
1004381,1224276
23612500,1614579
95727825,3109654
2976147268,1018787
225423781,1015957
36907505,1179332
50988711,3038758
951461,109268
13745182,296503
1277932093,51691
7614212,1063631
18945071,6683554
6504292,915786
2647562546,1681483
34884017,1313052
720966077874839556,4291530
229638179,747655
2649577181,4488824
15634509,207521
2910652490,6224088
58279393,194251
4098240192,10224451
37135430,9805916
117717999,2736952
127672985,389831
224548838,1664999
2668871,306293
214032551,192091
158384229,7567919
95869708,122006
14239043,527839
550279904,8780590
753138362,9530162
217931551,551498
2367657613,324012
15675826,137952
154071564,348717
20842629,126794
2450700013,8082178
12429652,7270
32809351,181068
749585329427013632,21895141
15231451,213680
278437133,995521
14428655,111290
7080042,17268
4517658018,8753758
551859071,98430
1480282268,130873
5553152,1247
24936378,13908
1371952188,1235966
29302658,472553
254204713,2461704
19233441,268277
71814602,61189
354865675,703665
70700230,140293
54576458,175677
27282631,198190
246447059,2529191
53937322,3948041
66682794,36486
1055261251,6004046
2369231,133849
3201178809,6956693
6626682,536484
16679579,465279
57444299,2254346
14360603,155688
2203931992,3341565
419512967,3622439
758317873487945728,1433938
121467916,191304
269970427,2179064
39211550,6850663
521746615,2123708
38833194,49134
169820784,141004
803290045121757184,901956
18577824,973227
15024311,2882981
724700195741679617,120999
320656609,149311
114561606,1138087
22034922,791932
21658774,969737
15120222,95117
14790314,220088
314089663,378767
732996416193351680,30476033
23923189,4495999
76977456,731807
190732889,43484
2228472817,298507
22839233,212258
69638753,1969521
57842122,3051498
45598185,1237973
14191640,3597568
2800319390,3446513
427652904,137645
17203576,514385
53732536,31621690
91588590,1016051
224039786,522321
204844522,3200560
33493,391
2513221999,2393443
392854307,81472
962823750,1668450
16035055,12197514
488752241,26362
34879350,3661499
2584306112,377886
729169981431107586,84502
35688804,22778
138250971,2627550
373010777,8424577
66137743,191112
221894195,560764
395544507,7990072
16673905,153343
15425787,121067
17752201,75926
51685134,1729522
3184420400,13656540
4035108433,6686059
6027582,600994
292330125,5849881
2416630933,5045491
2595481,233810
57721392,177680
26997203,76733
59110022,1669840
29889980,5097747
97598182,3366810
1608433213,869509
7663912,14714
112897540,5710789
19195692,1833165
19016661,36907
1382338123,39714
236071000,85068
461584147,4388256
1468985047,6521523
2478740526,159155
3006894788,7059036
51087762,1177668
50371199,110567
18903739,5603990
42829545,2324261
19309666,2989459
2229216235,2390500
448459811,571500
765194609634992128,2347293
130947497,14802
68187575,945253
3371056847,2976900
121863890,1745223
215345058,78637
3269342340,11540977
205331485,3736913
1608922004,1209220
18610368,30161
197456523,4870326
223166141,24721
3956018959,523163
2658437350,501370
27056821,1149111
37962252,389861
12873192,17798
7915552,2723332
15329589,125905
16711364,379701
1536056791,8953345
31729118,1068202
63705762,607531
7011642,81460
80865551,253534
413656155,8027102
43744159,1112215
14558173,12510403
12726422,343894
220382729,181437
1907378006,13284873
835578441554591745,25953205
2798370348,2798155
92828188,3452491
3683671,13360
15167665,15417
1024859809,162359
7476192,109210
106948832,190067
469471004,3540531
291116074,408354
137801748,1912255
105475431,1103361
16395222,4774875
25377023,1841078
16258145,21521
74720337,307972
754024692,2413208
100244695,374100
16387503,1522145
732190531611152384,859308
127209562,1750685
77253786,70175
99029083,104037
10697232,13988
22029071,1010495
2874170243,5976089
7474972,296839
1100392152,8469173
798225830,4130594
5532612,61182
859770405548175362,8432236
2674521331,1445743
429328446,68131
863769943887593473,1316772
5740902,85210
48547367,803010
21070898,197567
465700537,1690334
2864666283,30914464
50671229,137180
203194022,3959171
10956592,679260
15828272,1862813
761571408921006080,919869
289968649,9670030
1520322540,1395412
14105093,552792
1383115434,2377057
785197961370333188,17835882
372760947,165225
14749321,5646080
3429852687,200893
16108529,22982
2601266094,414609
15326916,12698
31541563,457013
19845105,1186354
33442499,136318
351923428,2483300
184143005,2072741
14421424,412047
119571735,1893186
405499692,8537250
156541932,1398006
60865339,413980
18598356,6189296
34583,1258312
15290609,5445036
204503914,376602
14309355,4775
29473905,303060
6230262,79400
4603911,2309392
1061849537868849154,264671
55472407,1806782
1017043285,597691
572892885,6728880
47602098,5010138
20013795,34632
57076661,12845
30833874,165367
14735815,960365
336009559,7513608
170686450,3871
848963954,1741772
39217042,138689
392725346,3962191
1118028680,6579116
1141061328,8313428
42213419,216315
1378519020,2065205
67581722,401850
611207148,321472
84670654,5870063
3107896458,84482
14200424,30446
72447186,2339548
12984852,601211
14285525,107418
14332095,453857
732911923,3831146
216302390,2808813
710523980021682176,477622
18202925,15493
600380219,1381839
4019273843,2797523
13410942,19509
5672862,77532
260741110,869684
4918103211,1877680
14789085,4782827
599041202,12564
56540210,517060
96110275,6179
1389301590,9123633
182711612,9424969
46064922,6365350
405121994,6552580
34030199,135797
216310822,280837
242383352,3060010
823597598,1249959
65684991,4692069
10106832,10643177
15299776,49806
108559468,64176
1039234324808130560,2607461
21082916,1224579
8501472,7665166
23803664,1742989
341457450,10548089
943461907146641408,10873711
7749812,570351
8713982,1720727
11517172,19700
14256310,1139843
945715220,9414107
22138116,664502
23942834,113757
410284428,1706092
20222320,483925
14405053,81389
34591943,3691846
2848184795,3403745
28177758,12432091
30195590,92228
2813341498,6260114
459574745,267667
1711767786,1285213
16159645,11740936
245711362,1548802
16873954,292500
55977531,316491
157039205,325159
13695272,28855
133699284,11670938
544381075,204158
112188016,3220712
54235450,8253865
1306524362,1595980
330485498,1075604
391881831,2395918
22159051,115875
1040217739,6545446
636403453,2681969
14140003,96930
21593266,3911908
158010733,12339335
6133332,43838
91033897,6768416
14281063,234934
1554821576,6135978
14857042,12937
20088797,60377
95830798,983071
234708616,21563
48547121,75012
578504537,856482
2006261,4328
2812923401,1840747
14116009,105913
16837346,1976254
305811622,1228514
14119605,2389874
69000251,188299
14139436,6277116
60895038,73645
545000414,23453
1066384489,8838717
7452072,62429
1362583376,2786665
6101102,112208
122070488,974400
11384762,201131
112858150,1242302
117053381,7266716
18886851,3393
703905187174477824,4605905
104908989,9536743
14640100,86669
21565120,25259
16532750,276119
217836886,6922899
3130919582,1706059
2645710922,4712939
15150667,178407
229861548,2262250
14101957,1167630
136704962,1029570
216668186,184219
3916184893,11030672
12703072,78829
2462274284,5511183
3055688693,3082022
134060228,1075090
12283342,1201300
86845693,884887
218833730,425536
1738131,162604
64065346,2244985
23379034,190031
53588188,158948
2463113240,1806040
3404,364049
757600874,1120207
989611782,8529360
5674672,3917
469865260,3515956
20862421,1062318
2878251497,5704596
204452721,954791
760155178217660420,11099911
84069307,342106
50286518,938005
2213625072,1233767
145703504,2503016
23831538,971748
26067851,1763383
16363754,561000
635905830,3616403
2569684124,53484
45589409,125159
3300393281,2928988
3520873342,10126243
398494794,2651296
23570150,6096
14397837,1015175
39026423,462066
17075883,31370
21272840,1409265
18318895,2663726
2915475819,1427991
14951865,287322
12027312,1793351
104431896,7951567
1017201,266815
73545161,124138
15555715,2650371
334989018,6643834
64863811,3691276
16052549,94550
392267759,6259230
1483771,108695
438205642,3089279
728001071419887616,10636327
803671899796623361,10910884
587406924,7967112
500539853,3693847
14637762,1023733
97158075,84106
959992479566110720,641489
14457268,83540
2900431,326610
191257554,110962
101216646,154476
2355666450,2378434
12033552,779573
1024401,13071
24381833,54090
797383,231495
16361980,16575
9374102,365807
143784195,261867
17228860,50707
222234018,1704502
256403283,11330442
16170178,447812
2163094141,4389172
4543971,20198
700701406529871872,42051
19121393,68833
2383690195,3539445
15605823,1167059
16134024,1120626
768433,282977
51431234,3446862
707949549466296320,870384
235902802,326281
468949329,3365478
538291745,483042
15879357,192187
27847883,544048
829724336466583552,514816
14578738,47909
11345042,172409
410243972,2398726
800316,18402
110159298,754123
18386215,4011936
14306062,43461
11947962,551022
2193373752,3182704
12725,144719
4099956119,10396461
20016485,33720
8003702,310021
220468438,2217790
281225799,27729119
70982145,288226
211931596,857315
789007,154764
820037342,1807084
6486742,171656
15265686,825760
14308381,13140
27733902,33381
7151432,204743
176741806,6110591
275780722,126589
8663092,24186
14303659,266952
13387592,204723
90442739,212275
64984146,27474
33529068,199612
2327556110,397920
202238782,176952
7366322,1124247
226990453,76682
14685488,164522
11111772,101653
173155110,8078160
326074788,2952585
15065703,1224233
480058672,3007712
218770567,469900
136036182,785523
2990474303,2339
187332585,4376037
17645937,220215
16844639,787012
22791154,7479062
1354555700,2815977
25114839,117903
97574162,1443177
4311519137,317165
2923550018,7842064
431984787,3406764
3303845335,10536530
14157336,251073
10012752,488421
55034578,5104
98806106,70623
2170970564,3234499
806592908,3239372
249255645,2855579
222309313,163829
176197941,306156
87872058,4512
157281200,761612
2999676668,8653954
17543347,962389
5393032,9387
214005140,2333494
171794749,499230
53749209,137677
112520697,187329
358203253,6013774
57083545,3885832
1663751,242849
83631970,8075000
55674643,503269
147851576,969839
209068913,1379479
18011472,1704043
40241420,168140
54560083,163280
469142937,6975352
445975809,795014
5656742,47330
834229517153558528,63931
20304025,153539
33284712,3282875
14684536,903274
330075158,6663348
18166258,63568
352637092,2454583
71234129,1266540
1332281,147768
14057849,28362
16607648,162120
78332611,5750509
6332102,89199
3294072206,6540925
132197630,7127435
75102544,44639
491052430,570421
459443439,649339
858661604,5731634
26213120,194219
490723598,1262651
101860108,1973330
113860658,6368397
234621074,400810
4444488133,11207719
317747947,433930
14251111,40521
50315593,521082
327013696,223152
14906583,2123035
853962281360781312,6557946
420240172,8537
275966758,19517
9994092,481677
49981902,1073346
115678204,6649712
13879522,8653616
24828914,97470
247326046,174315
18846827,108039
39827029,9807
47321169,22377
29468065,76614
5458332,6644590
213990235,125009
16278099,88922
37447479,7076716
192478064,36974
27678873,1333723
5798632,184874
378012426,150926
17177251,617
22694068,1663
227417178,48634
15633243,909277
15592095,116762
15420335,1677967
190407738,13628650
55388565,200245
14221308,109618
53707949,1537109
10943592,63494
547469586,7014447
544314025,115714
111416485,80401
127643396,100225
34369843,606971
286698511,2551587
5028991,107369
1525585524,1497593
18191348,1840495
65356380,42757
2853706996,3813022
812389,267475
204082669,394085
88176579,6822065
44562977,2500438
120530684,7423944
804627711301808128,977271
11967072,53128
7676052,23639
47886702,263956
2276413075,3517151
21960303,38624
2775154155,5476370
1160162946,6354598
4536651012,8789922
205679336,2094939
2382834876,11931006
1685397408,12287886
258905075,1107658
18016647,617516
14768330,70044
296579936,144233
217738855,266021
116970346,121949
2992432071,6271697
192658486,940727
59114867,186231
966512757255344128,8577770
1142799554,820267
15801166,4683691
38735451,4379260
15873471,100541
14038492,156296
121777368,311695
15700119,124590
2193685602,2384310
23076132,7124049
151586721,12035063
1432439216,1994028
2914500087,1172694
28236149,6340810
16555515,81288
15841347,392530
2359317499,3876036
4826176843,7916186
647683,2424133
14728474,2030009
2192999599,2552472
628602626,23764
839030110401478656,21757
122550178,1419931
376325701,4023589
349963,13172
786842680181526528,6656406
15204565,59853
15834644,1185
914490253,2305013
260128183,263507
146497706,418493
2816094673,8313634
15830824,17489
266109762,614829
304573127,1603240
220700889,2086049
3258886514,11816910
55410398,527911
18380084,3111464
831208015,5472982
745731999919443969,442409
1415792827,12208957
742889214291939328,7558703
18058459,301243
734069526,2043574
321933,497216
9835252,475192
2923057054,141568
177052666,67446
977947970,1157434
1593113892,6462239
82554927,2741
80874458,3817849
102091770,382521
15403194,727974
3434302100,7708843
14776666,349745
235115022,574670
943078716,190714
190910330,49575
1127587378892242944,5341303
3018404362,4417959
133400208,1098453
705199804930981889,9303496
20563459,228094
324970269,897498
21443980,464273
18129652,71011
363670632,3227962
21307313,1846975
33654552,922387
258400748,38527
15460296,80271
94907757,296685
15428245,534005
7671052,30416991
31135622,957238
106870649,3550923
14812775,167831
6619912,106742
2775602963,1229570
711593382473297920,326290
2815507955,2315494
1901111,398949
26865706,1947111
74127204,1297366
7431782,1071936
175301606,93594
14437864,537969
17595113,2848814
7122702,326983
4035762854,10336969
5809102,199621
18872463,31824
223730119,8834437
2180794657,1406037
85876934,5593413
1048152156,1427429
85357985,310848
53260157,244877
25681321,1156139
1069385324,9254899
68695762,818343
1490321,320239
103006480,1577146
829749606833586178,6269507
81224213,1694823
44453916,4894054
145549100,12556423
243775854,1507004
8092322,20990
2796276276,5895480
15848391,211656
454787551,2591476
1558851151,2219646
887672222814543873,346847
618613943,7722985
14920664,48165
1510724244,6595899
615682111,658018
270830858,93077
125434722,7902619
655043,29360
1117121358,2256
745091263339208704,541932
720685634461917184,1235845
15630814,258587
14311903,177164
887291,138466
146179900,440723
247315019,1040530
608246908,2301275
3010257805,3622912
893173392479850496,9449747
448329625,1597770
145389100,185885
979742120,2086252
2938507360,358628
14773445,205413
2991309605,10490032
405630598,2328281
112645219,474795
11379532,52338
1328993996,6936139
33788317,438467
38167592,2841
175632263,321383
44767991,159213
2457919124,5726348
101859945,102993
2746383788,7223697
11073692,181199
18408919,1080713
338191614,4245311
106292114,12231
14899921,116064
454954952,3228875
473232965,90771
1424874229,2510244
1388231436,1995856
24743381,69938
26248137,73823
714341752463835136,11434667
152305973,4192851
15036811,654735
10067872,275682
3792801376,3510636
77092392,365234
1513461,4318043
185542114,53946
27990021,268751
56112347,914168
112458982,7263078
1413311077,4509920
815427592845148161,7114199
118187323,143974
1935442590,550758
1269366488,5925885
49576153,2395626
19598759,1687299
478720224,3955292
6323712,388875
52203246,224793
45838949,45648
8726962,168166
1377240518,942781
14849666,3295949
160199000,416696
15647236,2639308
3652941,30909
2550058153,6173586
14635143,111386
18553922,14473
3326753055,3418985
8413992,21449
28460457,1775045
112682034,3189678
17937700,118246
95625639,1323548
865622395,2707452
2361522864,2089552
320848047,3670866
3187462294,834641
672473,320322
2813128830,6970243
3091827383,451388
1977318078,3262349
13105982,270079
204069846,447717
140798198,653402
165089192,138295
41610770,12917
23591659,306773
41376400,40344
301403659,1475903
12405982,1642037
22177850,5081
250082023,3220462
2803452877,1168671
7174942,181260
14173169,209729
16600497,1283205
1049501491805937664,12490355
12599672,825972
299125549,3677285
17922240,4263681
16366825,6212506
1943481,2459564
14450387,235135
18793498,630541
1620076356,1775981
65652445,13524
776842,1396416
980668976,5950583
760574205633130497,9428979
1125057045668028418,6115798
33747870,3672969
61793503,5640811
907318914488684544,2794154
197696168,1264157
14927941,1954251
10364952,98444
3359131192,7384128
108569608,223999
7543542,8851188
595039597,9385
2272246633,36743
407341111,8292757
70392014,1475605
93756754,718866
194459451,1362605
5964042,89609
1603280556,11172264
296122626,7734334
169860625,597418
274735607,2235390
280909174,1078339
3256781650,7405879
432373021,551841
23345956,1980879
397869887,1259875
2499811,168959
3827311,78559
591163833,4612027
859381,5912460
207618939,214707
2774995889,6952175
2593202899,10581968
802129117,19870
1575330552,2214255
10967,17407
238191727,672401
1448377688,6833725
222778971,458011
2164847443,580383
383505340,3011567
64061206,108508
166623896,62380
2421045330,2129609
102045544,4468425
14345008,237061
8229082,626602
15237109,198439
129940111,146998
937737553,1390907
22792879,179253
16513613,2361590
87612611,188283
276673421,812843
25111850,208373
14761692,3170635
724606554129965056,927778
15643077,18605
182748660,160004
27857285,132275
12715112,668302
167357732,326121
16803412,4612865
743082493,1390993
132769468,4705781
452464067,428899
71231788,1968880
1527355250,7015455
701561018,6673038
764543814052749312,186934
145335718,15848
19064325,2396428
14786943,1079133
470278757,5569100
114203611,4984180
400349833,189380
71737191,106498
18368401,37159
33827793,61373
5975622,4935
1162620122,2785369
80849755,5511371
59167696,125244
107022949,120405
3107957996,12697590
379100797,229345
52704124,172879
1002127986,10555305
76298550,2170731
867639268667047937,7985108
33180558,327267
12124232,2805752
209714868,53569
296177802,3457424
3315690222,8711679
15205312,437286
204156349,7054654
100785692,179868
1613423486,3814236
2591364636,981272
35005944,437476
2464897064,1962240
932373516535648256,5664800
3278163936,804077
348546303,3334377
1336830198,3032970
211749036,648858
2910462811,9195976
23186877,76725
2647528825,10424823
14452830,100968
17306162,64868
1057760869,94271
338636552,2853153
350365960,412843
119238845,727844
3877171576,1917255
257916472,767599
42024854,191119
767183,2956
5537512,187804
21297643,141696
47632831,1653313
43713457,219292
11416572,18323
150227417,2688480
10202362,78646
41220025,1859401
21505836,2202771
17659314,243076
12881422,2572401
3037340318,4621923
3838896132,6162681
962203390498320386,205406
182750651,7564043
1904931174,1719458
731475147396382720,2648827
173997099,30352
2330075047,2060234
95697642,1167325
433820072,3900390
267767025,107066
66117784,91766
9614762,1544
11912362,7466257
496095340,3475439
15060869,2249244
45447685,98133
15424065,520857
123573903,1005420
144263677,8615727
6889872,46858
21621047,436349
218910519,7518799
43900459,1259523
3165195867,890911
31543576,615896
18238000,706614
508430444,1006150
2850678671,9485770
215571642,130228
87923686,1198274
4151895441,1921011
110943428,203747
242650978,11339272
14106190,529516
34220959,2527749
16308216,209238
15809980,585056
1002803415926411264,9497663
745331726,4573744
14731839,5541
28486152,169494
2841831585,2322873
69119802,1557728
192587385,1170910
36950069,464061
15808632,15878
6035812,917234
2529540896,7843904
216000972,123740
41471669,12229052
53691044,3071310
38280411,4052869
229583231,222696
769401744,1690436
28951752,1246101
2491458992,2629104
90140275,3294444
781680078761623553,110701
64231070,6567457
28096738,2295537
1964727108,2209368
270537578,8612460
14372508,1402101
470995212,410428
1569877284,4467743
318559592,3160194
73866181,687628
22854742,62903
1229773002,148273
16338945,15988
26828442,88754
25854478,3308703
18742884,132290
1116380617,808128
1054882427598921729,904595
109502222,933474
6903642,68157
189896051,4643506
24692013,82583
105892873,2087806
769096501725396992,2033604
161569820,717
8095782,32506
51699423,1044151
18487730,297897
16688540,1242187
13009822,169660
2341808198,5604738
19298779,1629286
383167724,666357
15388626,29347
3994302982,3305084
1928841,176662
121983312,968916
424845089,8556439
119867792,1758892
85927658,42224
93989244,2562773
4068551,25971
5908252,2150059
18703242,6686120
99277775,1432916
157142410,203660
138193575,2610730
64407540,149332
1352308544,3877336
15266571,112210
28403980,6900068
1167941907638624256,461310
1536877344,93097
218488124,50136
943064922,1399391
81093667,14430976
121405588,1536007
61702125,134913
740793876869435392,5662639
73399158,501019
21638339,675793
26434493,8433557
2252481132,1371459
416033787,9091364
3091080442,364032
2602129374,11382914
1412150124,3367578
30171536,292404
42307876,70907
36777084,6552167
4220161,94329
25525836,518703
155072830,691434
21820958,1725766
18760370,444405
866559348092411905,2069700
43305815,230681
62355049,165121
729823,70576
7935322,653065
1352741,84090
14829016,86797
3125553714,958290
409,7947
408,151843
69281356,110963
148988998,83312
1515777198,264519
17329321,41992
339936034,4592902
76365089,559848
550158148,4291420
247348766,2088023
5805172,8479
228024773,9209011
214661070,27109
30459141,84678
33867701,387510
2769878240,6782294
30451776,3458567
478521331,3938
954791725221859329,675083
15726215,319634
223617570,165173
17901900,471097
146992983,222496
70791450,2077500
35782202,64031
9713142,84637
16501771,17396
47127161,2711785
202204938,101368
177169148,286802
702263970724507648,10345565
2517695724,3394558
14625006,47014
2836749637,6813431
48935569,3004821
777850,294011
707955553306279936,1083066
14850199,62717
240174492,531772
2490456705,769297
138299852,4558932
495414558,1313603
310772532,150252
6869822,64595
26981455,974802
318616620,427090
385850065,912072
34571242,2034718
914870876771827713,1079277
1643444826,6528293
18216962,9194618
144092249,9391152
11053322,2412
270530658,5478371
47007176,1420709
2912549495,6118338
493494859,8776714
17879700,1827029
441856115,994825
157958919,55672
37633791,11251856
